"Date"	"am_group"	"amu"
2015-05-01	"ExtPenicillins"	18.9564677503063
2015-05-01	"Lincosamides"	16.6231399830541
2015-05-01	"Macrolides"	70.7243374410283
2015-05-01	"Pleuromutilins"	67.870592065774
2015-05-01	"SimPenicillins"	36.0323004752007
2015-05-01	"Tetracyclines"	99.5152199828173
2015-06-01	"Aminoglycosides"	8.3632930452271
2015-06-01	"Amphenicols"	1.2270978424352
2015-06-01	"ExtPenicillins"	19.7852784557544
2015-06-01	"Lincosamides"	17.8129208351427
2015-06-01	"Macrolides"	72.7723039250318
2015-06-01	"Pleuromutilins"	70.0558299266504
2015-06-01	"SimPenicillins"	40.0420297189488
2015-06-01	"Tetracyclines"	108.925078126703
2015-07-01	"Aminoglycosides"	8.0559042740558
2015-07-01	"Amphenicols"	1.1683452583987
2015-07-01	"ExtPenicillins"	20.0548868906826
2015-07-01	"Lincosamides"	16.9496929496086
2015-07-01	"Macrolides"	70.3291019744498
2015-07-01	"Pleuromutilins"	73.3301049536154
2015-07-01	"SimPenicillins"	38.8751486383874
2015-07-01	"Tetracyclines"	103.783600778872
2015-08-01	"Aminoglycosides"	8.4492685851782
2015-08-01	"Amphenicols"	1.5067590081335
2015-08-01	"ExtPenicillins"	18.0900095188122
2015-08-01	"Lincosamides"	15.8272440832179
2015-08-01	"Macrolides"	76.1973680380789
2015-08-01	"Pleuromutilins"	72.6977812738903
2015-08-01	"SimPenicillins"	37.0147863235759
2015-08-01	"Tetracyclines"	103.577069918246
2015-09-01	"Aminoglycosides"	8.8146477943847
2015-09-01	"Amphenicols"	1.502936719217
2015-09-01	"ExtPenicillins"	18.149074449406
2015-09-01	"Lincosamides"	16.1194247826361
2015-09-01	"Macrolides"	80.8646953890511
2015-09-01	"Pleuromutilins"	85.3962029814417
2015-09-01	"SimPenicillins"	39.6959856373729
2015-09-01	"Tetracyclines"	108.135317830748
2015-10-01	"Aminoglycosides"	8.7045714690609
2015-10-01	"Amphenicols"	1.3808578239378
2015-10-01	"ExtPenicillins"	19.2202628218233
2015-10-01	"Lincosamides"	15.0457718189973
2015-10-01	"Macrolides"	71.7855042282745
2015-10-01	"Pleuromutilins"	73.7710334271764
2015-10-01	"SimPenicillins"	37.6008976178729
2015-10-01	"Tetracyclines"	109.696692207809
2015-11-01	"Aminoglycosides"	8.4540381055785
2015-11-01	"Amphenicols"	1.5240092488361
2015-11-01	"ExtPenicillins"	17.9939289914283
2015-11-01	"Lincosamides"	15.3433934475878
2015-11-01	"Macrolides"	77.0182723642682
2015-11-01	"Pleuromutilins"	82.8493401478962
2015-11-01	"SimPenicillins"	36.8227512013648
2015-11-01	"Tetracyclines"	106.055642614538
2015-12-01	"Aminoglycosides"	8.4046059288551
2015-12-01	"Amphenicols"	1.3032803170905
2015-12-01	"ExtPenicillins"	17.3636924218665
2015-12-01	"Lincosamides"	13.7571632358616
2015-12-01	"Macrolides"	74.1619531660587
2015-12-01	"Pleuromutilins"	80.9058400221336
2015-12-01	"SimPenicillins"	35.9796097178525
2015-12-01	"Tetracyclines"	100.230554260404
2016-01-01	"Aminoglycosides"	7.964945135385
2016-01-01	"Amphenicols"	1.7615526264095
2016-01-01	"ExtPenicillins"	19.115694097861
2016-01-01	"Lincosamides"	14.7212393252766
2016-01-01	"Macrolides"	69.1258667497097
2016-01-01	"Pleuromutilins"	78.4995140960651
2016-01-01	"SimPenicillins"	37.4323596754799
2016-01-01	"Tetracyclines"	102.056470839984
2016-02-01	"Aminoglycosides"	7.3845888015571
2016-02-01	"Amphenicols"	1.4748080677045
2016-02-01	"ExtPenicillins"	18.2347445985404
2016-02-01	"Lincosamides"	13.6641973389248
2016-02-01	"Macrolides"	72.1942079663554
2016-02-01	"Pleuromutilins"	71.4668644458391
2016-02-01	"SimPenicillins"	36.1784670118266
2016-02-01	"Tetracyclines"	99.9294421159207
2016-03-01	"Aminoglycosides"	7.6567122104198
2016-03-01	"Amphenicols"	1.5531525920323
2016-03-01	"ExtPenicillins"	19.1571377288546
2016-03-01	"Lincosamides"	14.9956916027902
2016-03-01	"Macrolides"	78.1276717373054
2016-03-01	"Pleuromutilins"	76.1246401861791
2016-03-01	"SimPenicillins"	36.2492798204617
2016-03-01	"Tetracyclines"	109.045932595354
2016-04-01	"Aminoglycosides"	8.3213006555376
2016-04-01	"Amphenicols"	1.7170692269397
2016-04-01	"ExtPenicillins"	20.7981542867782
2016-04-01	"Lincosamides"	14.1559146774336
2016-04-01	"Macrolides"	74.4813466106661
2016-04-01	"Pleuromutilins"	75.0606247828943
2016-04-01	"SimPenicillins"	37.167332155355
2016-04-01	"Tetracyclines"	108.533759795084
2016-05-01	"Aminoglycosides"	8.0332961464252
2016-05-01	"Amphenicols"	1.2271955360028
2016-05-01	"ExtPenicillins"	20.2068614265594
2016-05-01	"Lincosamides"	15.7542095258044
2016-05-01	"Macrolides"	70.1577877053807
2016-05-01	"Pleuromutilins"	74.8651626491776
2016-05-01	"SimPenicillins"	35.8293948753328
2016-05-01	"Tetracyclines"	113.267190289494
2016-06-01	"Aminoglycosides"	7.8745502386475
2016-06-01	"Amphenicols"	1.7626138564785
2016-06-01	"ExtPenicillins"	20.9227974501492
2016-06-01	"Lincosamides"	15.2294983642596
2016-06-01	"Macrolides"	75.2605372164238
2016-06-01	"Pleuromutilins"	72.2400299811778
2016-06-01	"SimPenicillins"	39.1661051202737
2016-06-01	"Tetracyclines"	112.484125230396
2016-07-01	"Aminoglycosides"	7.9441537523241
2016-07-01	"Amphenicols"	1.5153504353642
2016-07-01	"ExtPenicillins"	19.4634672129602
2016-07-01	"Lincosamides"	15.4576843917207
2016-07-01	"Macrolides"	75.7884740465168
2016-07-01	"Pleuromutilins"	71.1389514118281
2016-07-01	"SimPenicillins"	37.5489163829203
2016-07-01	"Tetracyclines"	112.304158624032
2016-08-01	"Aminoglycosides"	7.5714619550714
2016-08-01	"Amphenicols"	1.5978453743403
2016-08-01	"ExtPenicillins"	18.7112588606703
2016-08-01	"Lincosamides"	15.1498345793869
2016-08-01	"Macrolides"	79.615511720999
2016-08-01	"Pleuromutilins"	67.8382682459737
2016-08-01	"SimPenicillins"	35.2534422748526
2016-08-01	"Tetracyclines"	113.401437312472
2016-09-01	"Aminoglycosides"	7.8340479028111
2016-09-01	"Amphenicols"	1.7655309351708
2016-09-01	"ExtPenicillins"	19.2401642644792
2016-09-01	"Lincosamides"	15.5779508507113
2016-09-01	"Macrolides"	83.6971056579522
2016-09-01	"Pleuromutilins"	71.8988994252413
2016-09-01	"SimPenicillins"	35.9820934789248
2016-09-01	"Tetracyclines"	114.806461634744
2016-10-01	"Aminoglycosides"	7.4233754125042
2016-10-01	"Amphenicols"	1.7978951042982
2016-10-01	"ExtPenicillins"	19.2724513374118
2016-10-01	"Lincosamides"	14.6216553901637
2016-10-01	"Macrolides"	79.8653676108264
2016-10-01	"Pleuromutilins"	70.9003409287085
2016-10-01	"SimPenicillins"	34.292506832372
2016-10-01	"Tetracyclines"	100.325992668938
2016-11-01	"Aminoglycosides"	7.0840205284088
2016-11-01	"Amphenicols"	1.5651203295309
2016-11-01	"ExtPenicillins"	18.7397246696838
2016-11-01	"Lincosamides"	15.8705866650893
2016-11-01	"Macrolides"	87.9924870389481
2016-11-01	"Pleuromutilins"	75.6644781103044
2016-11-01	"SimPenicillins"	36.6876426105523
2016-11-01	"Tetracyclines"	104.191711630298
2016-12-01	"Aminoglycosides"	7.1040853807576
2016-12-01	"Amphenicols"	1.5343325998791
2016-12-01	"ExtPenicillins"	17.7342161490739
2016-12-01	"Lincosamides"	13.5659000318874
2016-12-01	"Macrolides"	80.3133216744231
2016-12-01	"Pleuromutilins"	82.2531507529297
2016-12-01	"SimPenicillins"	33.1689369460194
2016-12-01	"Tetracyclines"	88.4023021423485
2017-01-01	"Aminoglycosides"	6.4769324600908
2017-01-01	"Amphenicols"	1.1873267124115
2017-01-01	"ExtPenicillins"	18.7801019798581
2017-01-01	"Lincosamides"	14.4311175154168
2017-01-01	"Macrolides"	81.3718519742601
2017-01-01	"Pleuromutilins"	81.0840375291977
2017-01-01	"SimPenicillins"	31.8545366878064
2017-01-01	"Tetracyclines"	81.5302972671065
2017-02-01	"Aminoglycosides"	7.0291321302123
2017-02-01	"Amphenicols"	1.7569468330705
2017-02-01	"ExtPenicillins"	21.8586332759582
2017-02-01	"Lincosamides"	14.9448700271324
2017-02-01	"Macrolides"	90.7318749944814
2017-02-01	"Pleuromutilins"	89.4341540458398
2017-02-01	"SimPenicillins"	38.5909902984845
2017-02-01	"Tetracyclines"	88.28580365673
2017-03-01	"Aminoglycosides"	6.216533870825
2017-03-01	"Amphenicols"	1.3924462578742
2017-03-01	"ExtPenicillins"	20.8310038735837
2017-03-01	"Lincosamides"	13.7823432925527
2017-03-01	"Macrolides"	87.6893869553393
2017-03-01	"Pleuromutilins"	77.8988920969037
2017-03-01	"SimPenicillins"	35.0208080967335
2017-03-01	"Tetracyclines"	82.7051900063898
2017-04-01	"Aminoglycosides"	6.6787791598522
2017-04-01	"Amphenicols"	1.3513336401516
2017-04-01	"ExtPenicillins"	24.3295306990829
2017-04-01	"Lincosamides"	13.7337831752304
2017-04-01	"Macrolides"	95.1161162563052
2017-04-01	"Pleuromutilins"	86.2380784030111
2017-04-01	"SimPenicillins"	37.3210669714063
2017-04-01	"Tetracyclines"	80.8078720890026
2017-05-01	"Aminoglycosides"	6.6921709284816
2017-05-01	"Amphenicols"	1.7463943085406
2017-05-01	"ExtPenicillins"	21.8999337995281
2017-05-01	"Lincosamides"	15.8543896419559
2017-05-01	"Macrolides"	94.7407143464497
2017-05-01	"Pleuromutilins"	75.7274565323603
2017-05-01	"SimPenicillins"	36.3780368655096
2017-05-01	"Tetracyclines"	78.2960202456802
2017-06-01	"Aminoglycosides"	6.7208951752908
2017-06-01	"Amphenicols"	1.6150792973083
2017-06-01	"ExtPenicillins"	21.2841890827392
2017-06-01	"Lincosamides"	17.5926743673691
2017-06-01	"Macrolides"	105.682940135139
2017-06-01	"Pleuromutilins"	82.0017581182276
2017-06-01	"SimPenicillins"	38.3983718856782
2017-06-01	"Tetracyclines"	80.4325484665236
2017-07-01	"Aminoglycosides"	7.0461425416497
2017-07-01	"Amphenicols"	1.8764553852053
2017-07-01	"ExtPenicillins"	19.882577331733
2017-07-01	"Lincosamides"	16.542095105917
2017-07-01	"Macrolides"	97.8396017406011
2017-07-01	"Pleuromutilins"	75.6385609640482
2017-07-01	"SimPenicillins"	36.6047388425132
2017-07-01	"Tetracyclines"	72.3872265920653
2017-08-01	"Aminoglycosides"	6.920050031542
2017-08-01	"Amphenicols"	1.6136150198716
2017-08-01	"ExtPenicillins"	22.5982498368207
2017-08-01	"Lincosamides"	17.6179906708846
2017-08-01	"Macrolides"	105.190137754997
2017-08-01	"Pleuromutilins"	81.6170052803681
2017-08-01	"SimPenicillins"	36.9580403508998
2017-08-01	"Tetracyclines"	74.6428133757301
2017-09-01	"Aminoglycosides"	7.2767961905319
2017-09-01	"Amphenicols"	1.7331632296731
2017-09-01	"ExtPenicillins"	21.2414056029974
2017-09-01	"Lincosamides"	17.9558930652709
2017-09-01	"Macrolides"	102.562682953365
2017-09-01	"Pleuromutilins"	81.7670584073107
2017-09-01	"SimPenicillins"	36.8879923805496
2017-09-01	"Tetracyclines"	68.0910778198321
2017-10-01	"Aminoglycosides"	7.75997142754
2017-10-01	"Amphenicols"	1.5979305518394
2017-10-01	"ExtPenicillins"	19.9475894067626
2017-10-01	"Lincosamides"	18.1725862332441
2017-10-01	"Macrolides"	102.489525646166
2017-10-01	"Pleuromutilins"	73.6329845722456
2017-10-01	"SimPenicillins"	34.2138934488681
2017-10-01	"Tetracyclines"	65.7393423900219
2017-11-01	"Aminoglycosides"	11.7124082163181
2017-11-01	"Amphenicols"	1.5973977583376
2017-11-01	"ExtPenicillins"	21.8534174456544
2017-11-01	"Lincosamides"	18.3854486353902
2017-11-01	"Macrolides"	110.205618424285
2017-11-01	"Pleuromutilins"	83.7582590470207
2017-11-01	"SimPenicillins"	37.445203642425
2017-11-01	"Tetracyclines"	69.0382696127906
2017-12-01	"Aminoglycosides"	12.3442588837616
2017-12-01	"Amphenicols"	1.3250508130821
2017-12-01	"ExtPenicillins"	19.9943624123578
2017-12-01	"Lincosamides"	17.4574734980027
2017-12-01	"Macrolides"	100.29814172247
2017-12-01	"Pleuromutilins"	78.0352817206715
2017-12-01	"SimPenicillins"	33.3158911827412
2017-12-01	"Tetracyclines"	60.281390566002
2018-01-01	"Aminoglycosides"	15.5391655399757
2018-01-01	"Amphenicols"	1.4869694744682
2018-01-01	"ExtPenicillins"	20.9999498200813
2018-01-01	"Lincosamides"	16.8538680757644
2018-01-01	"Macrolides"	109.017505893839
2018-01-01	"Pleuromutilins"	77.109560350686
2018-01-01	"SimPenicillins"	35.567109374638
2018-01-01	"Tetracyclines"	64.493546539582
2018-02-01	"Aminoglycosides"	15.6819204690307
2018-02-01	"Amphenicols"	1.4615860506674
2018-02-01	"ExtPenicillins"	23.2231176282973
2018-02-01	"Lincosamides"	17.5494756226846
2018-02-01	"Macrolides"	113.195874919312
2018-02-01	"Pleuromutilins"	82.2305601653702
2018-02-01	"SimPenicillins"	39.7028144231926
2018-02-01	"Tetracyclines"	62.9695504556969
2018-03-01	"Aminoglycosides"	14.6115626052295
2018-03-01	"Amphenicols"	1.6626887495043
2018-03-01	"ExtPenicillins"	20.7094992536673
2018-03-01	"Lincosamides"	15.1647254507779
2018-03-01	"Macrolides"	106.063019060885
2018-03-01	"Pleuromutilins"	72.4565477269978
2018-03-01	"SimPenicillins"	35.1239707110284
2018-03-01	"Tetracyclines"	56.7955507607592
2018-04-01	"Aminoglycosides"	15.5572612238432
2018-04-01	"Amphenicols"	1.7588668376838
2018-04-01	"ExtPenicillins"	23.2955899864226
2018-04-01	"Lincosamides"	16.9269597301871
2018-04-01	"Macrolides"	111.941710472254
2018-04-01	"Pleuromutilins"	77.5533897675209
2018-04-01	"SimPenicillins"	38.3194454166284
2018-04-01	"Tetracyclines"	63.5769931893108
2018-05-01	"Aminoglycosides"	15.5736901639191
2018-05-01	"Amphenicols"	1.8722733863846
2018-05-01	"ExtPenicillins"	22.044380293398
2018-05-01	"Lincosamides"	16.2536126054782
2018-05-01	"Macrolides"	106.754393832975
2018-05-01	"Pleuromutilins"	79.9594699940441
2018-05-01	"SimPenicillins"	36.9187437282522
2018-05-01	"Tetracyclines"	57.7002830232755
2018-06-01	"Aminoglycosides"	17.6125989425913
2018-06-01	"Amphenicols"	1.7303036163402
2018-06-01	"ExtPenicillins"	24.1833210355468
2018-06-01	"Lincosamides"	16.5194100418182
2018-06-01	"Macrolides"	110.264461706596
2018-06-01	"Pleuromutilins"	71.1078070380762
2018-06-01	"SimPenicillins"	36.0858178314877
2018-06-01	"Tetracyclines"	59.5512428651963
2018-07-01	"Aminoglycosides"	17.5118282218034
2018-07-01	"Amphenicols"	1.8323079913008
2018-07-01	"ExtPenicillins"	21.1421569891948
2018-07-01	"Lincosamides"	15.9450572751713
2018-07-01	"Macrolides"	113.436567147947
2018-07-01	"Pleuromutilins"	72.3115648385091
2018-07-01	"SimPenicillins"	38.5388668373904
2018-07-01	"Tetracyclines"	53.1529777759546
2018-08-01	"Aminoglycosides"	17.7319413416923
2018-08-01	"Amphenicols"	1.4694179783793
2018-08-01	"ExtPenicillins"	19.8775283178378
2018-08-01	"Lincosamides"	15.4873534590283
2018-08-01	"Macrolides"	113.641114301077
2018-08-01	"Pleuromutilins"	74.9676931094291
2018-08-01	"SimPenicillins"	35.2088799386547
2018-08-01	"Tetracyclines"	55.4057495096996
2018-09-01	"Aminoglycosides"	18.1926418194842
2018-09-01	"Amphenicols"	1.5730842586729
2018-09-01	"ExtPenicillins"	20.0997310270242
2018-09-01	"Lincosamides"	15.7266953614175
2018-09-01	"Macrolides"	112.058358559685
2018-09-01	"Pleuromutilins"	66.0778867955313
2018-09-01	"SimPenicillins"	33.5226696788074
2018-09-01	"Tetracyclines"	51.2268430545239
2018-10-01	"Aminoglycosides"	18.6695399011716
2018-10-01	"Amphenicols"	1.7937427270753
2018-10-01	"ExtPenicillins"	20.1096501268826
2018-10-01	"Lincosamides"	15.4907639651934
2018-10-01	"Macrolides"	106.666200357013
2018-10-01	"Pleuromutilins"	66.4423966381647
2018-10-01	"SimPenicillins"	34.2611057034496
2018-10-01	"Tetracyclines"	51.1546338779474
2018-11-01	"Aminoglycosides"	17.048207201625
2018-11-01	"Amphenicols"	1.5771410648972
2018-11-01	"ExtPenicillins"	19.9591627923605
2018-11-01	"Lincosamides"	15.2790390630935
2018-11-01	"Macrolides"	106.584570786538
